logFC	AveExpr	t	P.Value	adj.P.Val	B	FoldChange case/control
0.353172943387167	6.21170834822426	-4.62844546358148	0.000288027162662398	0.673685422334589	-2.57374444382689	1.2773668746545
0.989386055198716	3.38205420844638	-4.54214408746188	0.000343620220576321	0.673685422334589	-2.61579379272548	1.98533994151177
0.400750253939831	3.76738328784479	-4.41068266680633	0.000450196321533247	0.673685422334589	-2.68139576929252	1.32019428137405
0.924115603379318	5.13682268100628	-4.36818166069169	0.000491440174339607	0.673685422334589	-2.7030043853683	1.89752067281759
0.592863930488525	5.06382942794307	-4.16015145756361	0.000756275837586627	0.673685422334589	-2.81157345666457	1.50823781872097
0.440609302776341	2.21866640007784	-4.11173577400238	0.000836445211412841	0.673685422334589	-2.83750279098533	1.3571773919778
1.27769546112852	5.94096259987385	-3.85484880733154	0.00143065187276002	0.673685422334589	-2.97915676234814	2.42451379285536
0.338336454181427	3.038449993563	-3.79038405256798	0.00163763990641427	0.673685422334589	-3.01575227945343	1.26429791385715
1.35898303691511	4.96689771963556	-3.77280591198644	0.0016991425903095	0.673685422334589	-3.02580177396846	2.56504304579046
0.759655296159587	3.72812268334485	-3.75333336842874	0.00176999040089597	0.673685422334589	-3.03696926629633	1.69308604650659
0.761531318263725	8.39247864481418	-3.6573135990135	0.00216522684828879	0.673685422334589	-3.0925649855589	1.69528909898621
0.521614830950438	2.26722419414029	-3.56955168167145	0.00260346817531957	0.673685422334589	-3.14412614074196	1.43556119499348
0.796697734500243	3.53166129947199	-3.47977707359168	0.00314368971701086	0.673685422334589	-3.19757497421629	1.73712038030066
0.335871357522732	4.6478821457685	-3.44516907927839	0.00338063920549347	0.673685422334589	-3.21836218244258	1.26213948442572
0.295399323452952	5.44795718383466	-3.44044388367537	0.00341434292858108	0.673685422334589	-3.22120803126731	1.22722461365711
0.434082448151089	6.17246799594907	-3.43070062882317	0.00348489951590739	0.673685422334589	-3.22708186465657	1.35105129315916
1.65570548641175	4.79594183391936	-3.43041598287538	0.00348698248787746	0.673685422334589	-3.22725358281065	3.15077227590795
0.644978000429802	6.53948155458602	-3.4292880768156	0.00349524843469898	0.673685422334589	-3.22793407848976	1.56371544107235
0.386511504377538	4.59615509494846	-3.38637007215958	0.00382469436251459	0.673685422334589	-3.25390347384848	1.30722864680407
0.490779951313891	6.16292298917712	-3.36478240704631	0.00400189819782176	0.673685422334589	-3.26702094670844	1.40520435348361
0.584047836499877	3.50858773229983	-3.36098783488872	0.00403387865629303	0.673685422334589	-3.2693304007113	1.49904930601117
0.327158622331268	7.48815223048775	-3.34541727009648	0.00416778600774562	0.673685422334589	-3.27881850875029	1.25454013189675
0.468463700500643	3.70743154854344	-3.34529362376219	0.00416886684326806	0.673685422334589	-3.27889392799545	1.38363527549193
0.73100635695155	5.06296722705122	-3.30750273959817	0.00451258891570731	0.673685422334589	-3.30199854004925	1.65979648473016
0.750022858926089	4.11633814127141	-3.30616000946885	0.00452530537461755	0.673685422334589	-3.302821405473	1.68181947805351
0.278857551038558	4.53704423176645	-3.27747047971598	0.00480565996259612	0.673685422334589	-3.32043445375074	1.21323376194281
0.82315292135283	6.27620805767662	-3.27715835240257	0.00480880280308221	0.673685422334589	-3.32062639964071	1.76926839787468
0.702965291074142	4.96855452505237	-3.26269617745152	0.00495667733244106	0.673685422334589	-3.32952762266128	1.62784720628014
0.545724326589649	5.24381565964126	-3.23321609849721	0.00527218472747231	0.673685422334589	-3.34771724759437	1.45975305110999
0.798072003349648	4.34897799812273	-3.23013309789237	0.00530630592062218	0.673685422334589	-3.34962294208775	1.73877589843965
0.793308967281514	6.17093838861858	-3.22649801082825	0.005346817862721	0.673685422334589	-3.35187072325459	1.73304482159296
0.390972896187216	6.99919206715666	-3.20471740012009	0.00559603746256015	0.673685422334589	-3.36535742691837	1.31127737910605
0.858027678690885	6.25310460881282	-3.20160373499685	0.00563258982500294	0.673685422334589	-3.36728799341516	1.8125586508757
0.392257981786862	5.45786318099024	-3.17213189345159	0.00599045286083265	0.673685422334589	-3.38559250403904	1.31244592433433
0.577482497321494	4.31215526743878	-3.17104400668553	0.00600408325089376	0.673685422334589	-3.38626923481946	1.49224301147309
0.453038320456384	4.43000715382871	-3.15771911103324	0.00617353579034949	0.673685422334589	-3.39456413336779	1.36892017347823
0.634860321138457	3.15619803171641	-3.10501503378483	0.00689118265550297	0.673685422334589	-3.42747876228685	1.5527874049391
0.428417396881897	6.66812889724474	-3.10460687819921	0.00689704886197133	0.673685422334589	-3.42773430099146	1.34575650307346
0.63326021070794	7.7678815065672	-3.09774861540468	0.00699635672956851	0.673685422334589	-3.43202955740133	1.55106614445462
0.485650192901719	4.05307802848133	-3.09541979767449	0.0070303967744909	0.673685422334589	-3.4334886793879	1.40021677223829
1.44493019529123	4.80547860376557	-3.09145148661693	0.00708877654353894	0.673685422334589	-3.43597573257013	2.72249650199015
0.718953924514469	6.74172274808997	-3.086684152923	0.0071595413998783	0.673685422334589	-3.43896472531614	1.64598812164244
0.473437643531463	6.36453575496704	-3.07807821432136	0.00728904706610813	0.673685422334589	-3.4443636242299	1.38841383239166
0.686714444345203	5.40738227443092	-3.06739770851668	0.00745297495072411	0.673685422334589	-3.45106965048314	1.60961364950512
0.851379149577283	6.19103507886418	-3.0485621348014	0.00775093361441	0.673685422334589	-3.46291098724558	1.80422485641201
0.285465270875021	4.21941261648537	-3.04631767461667	0.00778720873264913	0.673685422334589	-3.46432325798955	1.21880326580991
1.02721553651299	5.60552090691359	-3.01788302343167	0.00826143774175111	0.673685422334589	-3.48223740505006	2.03808685766258
0.865286166652491	6.18370110694517	-3.00986873067613	0.00840013527542443	0.673685422334589	-3.48729380382846	1.82170097595427
0.250656132377463	4.99684143326045	-2.99106352293493	0.00873459554744704	0.673685422334589	-3.49917059970511	1.18974808501375
0.275277394425688	5.18426449141524	-2.9828769137514	0.00888423760561715	0.673685422334589	-3.50434621574028	1.21022676339934
0.450041995177198	5.51301767990767	-2.98095054468963	0.00891981226121543	0.673685422334589	-3.50556452551373	1.36608002117859
0.584914760722426	7.22429646995728	-2.97290713680187	0.00906986245464773	0.673685422334589	-3.51065331133228	1.49995036455296
0.736899528533681	4.47299023213974	-2.96220942726964	0.00927325695864182	0.673685422334589	-3.51742587710733	1.66659034640263
0.315002176820605	2.59552144051787	-2.95847451943013	0.00934531265334473	0.673685422334589	-3.5197915816064	1.24401353033566
0.429117333240476	4.11427589872376	-2.95297666150045	0.00945237607272868	0.673685422334589	-3.5232750469045	1.3464095672435
0.564088651992158	5.85373583147416	-2.93290364413353	0.00985353450818994	0.673685422334589	-3.53600427462989	1.47845327777831
0.701234236454458	4.78180518895545	-2.93073923003711	0.00989776987875504	0.673685422334589	-3.5373778269021	1.62589516342806
0.604880723016022	4.25708366973372	-2.92971924477114	0.00991868299962499	0.673685422334589	-3.53802518264615	1.52085300923139
0.493926978869853	6.46348715431352	-2.90917909509353	0.0103491134148938	0.673685422334589	-3.55107024513952	1.40827294623138
0.244393504635711	7.14718666337849	-2.90353594589746	0.0104705221459277	0.673685422334589	-3.55465708157385	1.18459467384269
1.4302221492835	4.26407343123059	-2.89202309709699	0.0107225312172641	0.673685422334589	-3.5619784533779	2.69488208552075
0.832427518035067	5.20460409203205	-2.8846159206121	0.0108877813291964	0.673685422334589	-3.56669146692246	1.78067906215637
0.481227623539413	4.45448589607811	-2.88008936480701	0.0109899836915619	0.673685422334589	-3.5695725739788	1.3959309920144
0.483505601120877	3.05062235320761	-2.85986575435612	0.011458112764861	0.673685422334589	-3.58245334524238	1.39813687144536
0.300202161326701	5.53079730912896	-2.85855531856425	0.0114891060899447	0.673685422334589	-3.58328845859377	1.23131694268749
0.31444948833982	7.4059350034012	-2.85127913948015	0.0116626837593134	0.673685422334589	-3.58792643100566	1.24353704691621
0.588750435663567	5.01616351407896	-2.84824658363351	0.0117357770386946	0.673685422334589	-3.58985994000665	1.50394356948368
0.804434521685894	5.41455990629326	-2.84802059111367	0.0117412418858063	0.673685422334589	-3.59000404087664	1.74646111528613
0.41956934913511	5.72285215398728	-2.84560946826782	0.0117997006188884	0.673685422334589	-3.5915415585825	1.33752823708226
0.674584241301783	3.55371539076123	-2.84066679258035	0.0119204229072588	0.673685422334589	-3.59469395589049	1.59613672860229
0.760942946621173	5.41347843878779	-2.83510036618417	0.0120578158463015	0.673685422334589	-3.5982450734488	1.69459785334176
0.498446187396384	8.21064374219448	-2.82586379364286	0.0122891948896071	0.673685422334589	-3.60413961664156	1.41269124484597
0.727862098500804	6.5128767228419	-2.81454378283545	0.0125786433457695	0.673685422334589	-3.61136712051118	1.65618300713535
0.317969532223802	2.9907620112636	-2.80639407785589	0.0127911093964325	0.673685422334589	-3.61657267979246	1.24657486801482
0.262870326305958	4.31745317986974	-2.79710890346245	0.0130374168047081	0.673685422334589	-3.62250566972535	1.19986353024606
0.280943665925832	2.3337321656599	-2.79550979635071	0.0130802974633455	0.673685422334589	-3.62352768397754	1.21498934831198
0.553885056553251	6.09277851007516	-2.79373365274728	0.0131280855369524	0.673685422334589	-3.62466292118572	1.46803366913029
0.514410480843857	5.16005772739877	-2.78697418490635	0.0133115032870262	0.673685422334589	-3.628984013731	1.4284103383813
0.457389888179106	2.94715927877539	-2.78523607105981	0.0133590664194572	0.673685422334589	-3.63009531108904	1.37305544920584
1.22273852338137	3.67296457547231	-2.78348579814673	0.0134071284924654	0.673685422334589	-3.63121445643129	2.33389316634798
0.277018355102419	4.98503942530891	-2.78027833478945	0.0134956393535075	0.673685422334589	-3.63326553688191	1.21168807638208
0.305032714814444	2.64266450285386	-2.77845798864704	0.0135461235644553	0.673685422334589	-3.63442970403332	1.23544665202168
0.850221804258178	4.81294558775475	-2.77216795471142	0.0137219772616816	0.673685422334589	-3.63845296504829	1.80277806841841
0.824426306323767	5.92450582615472	-2.76737872623648	0.0138573508094884	0.673685422334589	-3.64151687522229	1.77083071998431
0.370458541497974	5.62442323060553	-2.7658876888352	0.0138997598355461	0.673685422334589	-3.64247087053077	1.29276365314029
0.456317161138404	6.29212402117321	-2.76353363451526	0.013966970900769	0.673685422334589	-3.64397713986779	1.37203488269349
0.270974663085192	4.21796488404562	-2.7590619326349	0.0140955095807637	0.673685422334589	-3.6468387384768	1.20662272857165
0.39040988795508	4.06657251074416	-2.75695345687741	0.0141565134647435	0.673685422334589	-3.64818817230325	1.31076575613322
0.290093924090487	5.49748731045959	-2.75225490868684	0.0142933742175678	0.673685422334589	-3.6511955939442	1.22271987810032
